age,sex,EducationLevel,Job Title,Years of Experience,fare,MoreThan5Yrs,pclass
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
27,female,Bachelor's,Product Manager,4,150000,0,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
31,female,Master's,Data Scientist,9,195000,1,3
28,male,Bachelor's,Software Engineer,5,160000,0,1
33,female,Master's,Product Manager,11,198000,1,3
25,male,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
34,female,Master's,Product Manager,12,196000,1,3
23,male,Bachelor's,Data Analyst,1,95000,0,1
32,female,PhD,Data Scientist,10,193000,1,3
29,male,Bachelor's,Software Engineer,6,175000,1,1
30,female,Bachelor's,Product Manager,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
31,female,Master's,Data Scientist,6,180000,1,3
28,male,Bachelor's,Software Engineer,5,160000,0,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
34,female,Master's,Product Manager,12,196000,1,3
25,male,Bachelor's,Data Analyst,2,110000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
27,female,Bachelor's,Product Manager,4,150000,0,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
33,male,Master's,Product Manager,11,198000,1,1
26,female,Bachelor's,Data Analyst,3,130000,0,3
30,male,PhD,Data Scientist,7,185000,1,1
27,female,Bachelor's,Software Engineer,4,140000,0,3
34,male,Master's,Product Manager,12,196000,1,1
25,female,Bachelor's,Data Analyst,2,110000,0,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
29,female,Master's,Data Scientist,6,180000,1,3
30,male,Bachelor's,Data Analyst,5,160000,0,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
31,female,PhD,Data Scientist,9,195000,1,3
28,male,Bachelor's,Software Engineer,5,160000,0,1
27,female,Bachelor's,Product Manager,4,150000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
25,male,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
34,female,Master's,Product Manager,12,196000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,male,Bachelor's,Data Analyst,2,125000,0,1
28,female,Master's,Data Scientist,6,175000,1,3
30,male,Bachelor's,Software Engineer,8,190000,1,1
27,female,Bachelor's,Product Manager,4,150000,0,3
24,male,Bachelor's,Data Analyst,1,95000,0,1
31,male,Master's,Data Scientist,9,195000,1,3
28,male,Bachelor's,Software Engineer,5,160000,0,1
33,female,Master's,Product Manager,11,198000,1,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
34,female,Master's,Product Manager,12,196000,1,3
23,male,Bachelor's,Data Analyst,1,90000,0,1
32,female,PhD,Data Scientist,10,193000,1,3
29,male,Bachelor's,Software Engineer,6,170000,1,1
30,female,Bachelor's,Product Manager,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,135000,0,1
31,female,Master's,Data Scientist,6,180000,1,3
28,male,Bachelor's,Software Engineer,5,160000,0,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
34,female,Master's,Product Manager,12,196000,1,3
25,male,Bachelor's,Data Analyst,2,115000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
27,female,Bachelor's,Product Manager,4,150000,0,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
33,male,Master's,Product Manager,11,198000,1,1
26,female,Bachelor's,Data Analyst,3,130000,0,3
30,male,PhD,Data Scientist,7,185000,1,1
27,female,Bachelor's,Software Engineer,4,140000,0,3
34,male,Master's,Product Manager,12,196000,1,1
25,female,Bachelor's,Data Analyst,2,110000,0,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
29,female,Master's,Data Scientist,6,180000,1,3
30,male,Bachelor's,Data Analyst,5,160000,0,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
31,female,PhD,Data Scientist,9,195000,1,3
28,male,Bachelor's,Software Engineer,5,160000,0,1
27,female,Bachelor's,Product Manager,4,150000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
25,male,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
34,female,Master's,Product Manager,12,196000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
23,male,Bachelor's,Data Analyst,1,90000,0,1
27,female,Master's,Data Scientist,4,150000,0,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
24,female,Bachelor's,Product Manager,3,125000,0,3
25,male,Bachelor's,Data Analyst,2,110000,0,1
31,male,Master's,Data Scientist,7,180000,1,3
28,male,Bachelor's,Software Engineer,5,160000,0,1
33,female,Master's,Product Manager,10,195000,1,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
30,female,PhD,Data Scientist,6,170000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
34,female,Master's,Product Manager,11,196000,1,3
23,male,Bachelor's,Data Analyst,1,92000,0,1
32,female,PhD,Data Scientist,9,195000,1,3
29,male,Bachelor's,Software Engineer,6,170000,1,1
30,female,Bachelor's,Product Manager,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,135000,0,1
31,female,Master's,Data Scientist,6,180000,1,3
28,male,Bachelor's,Software Engineer,5,165000,0,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,95000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
34,female,Master's,Product Manager,12,196000,1,3
25,male,Bachelor's,Data Analyst,2,115000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
27,female,Bachelor's,Product Manager,4,150000,0,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
33,male,Master's,Product Manager,11,198000,1,1
26,female,Bachelor's,Data Analyst,3,130000,0,3
30,male,PhD,Data Scientist,7,185000,1,1
27,female,Bachelor's,Software Engineer,4,140000,0,3
34,male,Master's,Product Manager,12,196000,1,1
25,female,Bachelor's,Data Analyst,2,110000,0,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
29,female,Master's,Data Scientist,6,180000,1,3
30,male,Bachelor's,Data Analyst,5,160000,0,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
31,female,PhD,Data Scientist,9,195000,1,3
28,male,Bachelor's,Software Engineer,5,160000,0,1
27,female,Bachelor's,Product Manager,4,150000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
25,male,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
34,female,Master's,Product Manager,12,196000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
25,male,Bachelor's,Data Analyst,3,135000,0,1
32,male,Bachelor's,Software Engineer,8,190000,1,3
29,female,Master's,Data Scientist,6,180000,1,1
30,male,Bachelor's,Data Analyst,5,160000,0,3
24,male,Bachelor's,Data Analyst,1,95000,0,1
33,female,Master's,Product Manager,11,196000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
26,male,Bachelor's,Data Analyst,3,130000,0,3
30,female,PhD,Data Scientist,7,185000,1,1
31,male,Bachelor's,Data Analyst,9,195000,1,3
28,female,Bachelor's,Software Engineer,5,160000,0,1
26,female,Bachelor's,Data Analyst,3,130000,0,3
30,male,PhD,Data Scientist,7,185000,1,1
27,female,Bachelor's,Product Manager,4,150000,0,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
33,male,Master's,Product Manager,11,198000,1,3
25,male,Bachelor's,Data Analyst,2,115000,0,1
28,male,Bachelor's,Software Engineer,5,165000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
31,female,Master's,Data Scientist,6,180000,1,3
30,male,Bachelor's,Data Analyst,5,160000,0,1
24,male,Bachelor's,Data Analyst,1,92000,0,3
28,female,Bachelor's,Software Engineer,5,160000,0,1
26,male,Bachelor's,Data Analyst,3,130000,0,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
25,male,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
27,male,Bachelor's,Software Engineer,4,140000,0,1
34,female,Master's,Product Manager,12,196000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
29,female,Master's,Data Scientist,6,180000,1,3
32,male,Bachelor's,Software Engineer,8,190000,1,1
33,female,Master's,Product Manager,11,198000,1,3
24,male,Bachelor's,Data Analyst,1,90000,0,1
27,male,Bachelor's,Software Engineer,4,140000,0,3
25,female,Bachelor's,Data Analyst,2,110000,0,1
30,female,PhD,Data Scientist,7,185000,1,3
31,male,Bachelor's,Data Analyst,9,195000,1,1
28,female,Bachelor's,Software Engineer,5,160000,0,3
26,male,Bachelor's,Data Analyst,3,130000,0,1
